Monitoring-Site	Remote-Site	?	Aug2013	Jul2013	Jun2013	May2013	Apr2013	Mar2013	Feb2013	Jan2013	Dec2012	Nov2012	Oct2012	Sep2012	Aug2012	Jul2012	Jun2012	May2012	Apr2012	Mar2012	Feb2012	Jan2012	Dec2011	Nov2011	Oct2011	Sep2011	Monitoring-Node	Mon-TLD	Mon-Region	Remote-Node	Rem-TLD	Rem-Region
JP.RIKEN.N3	EDU.UCSC.N1	?r	133.795	143.111	143.872	123.064	118.048	117.924	118.106	119.532	118.089	117.954	117.95	117.926	117.942	117.925	118.141	117.962	117.952	117.992	117.967	118.262	117.943	117.872	117.867	117.938	ping.riken.jp	JP	East_Asia	scipp.ucsc.edu	EDU	North_America
PK.USINDH.EDU.N2	SK.SANET.N1	?B	165.04	169.407	171.255	166.787	212.784	213.088	181.684	179.549	157.526	161.97	166.662	164.798	162.076	166.986	157.522	154.817	159.329	164.791	160.725	152.99	154.334	155.883	153.084	161.717	pinger.usindh.edu.pk	PK	South_Asia	ba.sanet.sk	SK	Europe
IT.ICTP.N1	HR.CARNET.N2	?B	26.981	27.026	27.95	28.083	28.778	28.121	29.279	29.185	29.169	29.191	30.753	29.414	29.193	29.191	30.779	32.647	32.292	31.868	30.466	30.317	32.115	32.425	33.406	32.358	pinger.ictp.it	IT	Europe	www.carnet.hr	HR	Balkans
PK.PINGERISL-QAU.PERN.EDU	SG.SINGAREN.NET.N1	?B	0	541.801	375.883	297.337	265.002	374.136	380.015	404.8	367.155	496.431	0	427.007	0	477.046	443.669	193.71	227.291	179.536	0	477.587	375.654	367.141	329.045	401.12	pingerisl-qau.pern.edu.pk	PK	South_Asia	www.singaren.net.sg	SG	S.E._Asia
PK.AIOU.EDU.N2	HR.CARNET.N2	?B	0	254.968	267.8	276.901	421.055	211.205	177.685	184.579	178.38	175.164	178.969	178.586	176.753	179.217	186.41	254.39	255.039	257.624	261.948	254.835	298.823	267.009	261.533	377.07	pinger.aiou.edu.pk	PK	South_Asia	www.carnet.hr	HR	Balkans
BR.UNESP.N1	KE.SWIFTKENYA.COM.N1	?B	396.48	399.143	413.336	364.107	362.581	383.519	377.241	366.73	382.93	390.281	407.941	404.524	407.966	399.692	415.111	405.243	434.024	394.223	401.969	402.5	0	396.007	399.378	389	pinger.unesp.br	BR	Latin_America	ns1.swiftkenya.com	COM	Africa
GOV.ESNET.NOC.N4	UA.KHARKOV.N1	?B	208.661	207.227	209.427	205.013	202.806	206.429	205.745	203.975	205.64	217.692	222.777	220.516	228.404	228.208	228.129	225.067	224.34	219.249	220.856	221.543	221.891	214.612	213.11	210.866	pinger.es.net	NET	North_America	mail.kipt.kharkov.ua	UA	Europe
PK.PERNLHRPOP.EDU.N1	SK.SANET.N1	?B	246.678	232.569	240.691	247.782	254.605	235.508	215.459	204.501	250.742	270.129	236.863	215.756	205.839	180.198	180.02	190.092	161.084	174.614	159.719	321.683	369.016	319.26	304.599	187.316	pingerlhr.pern.edu.pk	PK	South_Asia	ba.sanet.sk	SK	Europe
PK.KINNAIRD.SEECS.EDU	TH.KMUTT.AC.N2	?B	245.3	309.016	270.313	247.25	173.439	262.01	261.998	368.108	310.016	310.495	278.036	294.088	296.431	456.04	445.883	412.527	398.539	432.167	416.871	413.453	0	0	0	419.538	kinnaird.seecs.edu.pk	PK	South_Asia	ongkot.kmutt.ac.th	TH	S.E._Asia
PK.PINGERLHR-GCU.PERN.EDU	AF.MOD.GOV.AF	?B	729.46	730.077	736.196	763.48	769.594	784.483	1959.289	2334.568	771.534	750.633	780.082	768.932	776.352	730.134	763.471	747.963	1035.867	0	0	0	722.153	0	746.538	0	pingerlhr-gcu.pern.edu.pk	PK	South_Asia	www.mod.gov.af	AF	South_Asia
PK.UETTAXILA.EDU.N1	PK.NWFPUET.EDU.N1	?M	7.921	8.828	23.879	18.974	0	8.797	8.901	9.768	9.781	8.893	8.409	8.819	8.511	11.44	13.692	8.909	8.892	8.816	9.811	10.272	10.504	9.942	9.366	0	pinger.uettaxila.edu.pk	PK	South_Asia	pinger.nwfpuet.edu.pk	PK	South_Asia
PK.NUML.EDU	PK.CEMB.EDU.N2	?M	0	6.222	9.604	8.063	6.88	6.864	11.401	19.464	45.941	48.085	49.777	46.874	51.012	51.149	48.906	35.744	33.447	32.608	33.885	31.643	33.074	32.798	32.998	33.287	pinger.numl.edu.pk	PK	South_Asia	pinger.cemb.edu.pk	PK	South_Asia
PK.PINGERKHI-CPSP.PERN.EDU	AU.AARNET.PERTH.NET	?B	321.83	395.18	321.971	288.996	317.908	398.631	401.964	368.56	336.721	339.347	350.917	493.551	491.81	461.003	481.043	367.022	445.759	488.203	491.452	486.983	491.92	502.141	507.999	493.007	pingerkhi-cpsp.pern.edu.pk	PK	South_Asia	per-a-ext1.aarnet.net.au	AU	Oceania
DE.DESY.N1	NA.ADSL-ISP.COM.N1	?B	198.948	199.524	206.566	196.452	195.31	255.976	266.957	265.075	262.895	253.211	206.897	209.566	207.262	207.184	228.508	264.566	288.236	223.653	244.614	306.788	274.986	300.374	304.69	266.901	ping.desy.de	DE	Europe	www.adsl.com.na	NA	Africa
JO.SESAME.ORG.N1	KZ.KAZRENA.N1	?B	193.819	199.01	176.892	175.531	173.459	206.276	202.575	202.428	249.171	267.832	247.243	227.181	0	217.683	215.334	212.896	0	214.851	223.31	226.365	230.085	247.493	270.216	232.565	pinger.sesame.org.jo	JO	Middle_East	www.kazrena.kz	KZ	Central_Asia
PK.PERNKHIPOP.EDU.N2	NP.NREN.NET.N2	?B	352.483	385.147	334.045	204.193	207.897	389.786	483.121	336.386	423.923	470.16	389.13	406.326	376.815	357.583	314.357	376.731	506.472	296.533	294.313	190.702	195.051	196.543	195.712	194.415	pingerkhi.pern.edu.pk	PK	South_Asia	www.nren.net.np	NP	South_Asia
BR.UNESP.N1	PH.USEP.EDU.N1	?B	409.939	404.822	384.028	385.529	397.298	405.066	396.252	395.795	403.622	393.877	402.721	396.772	440.897	427.238	427.619	422.519	469.929	453.403	481.072	516.786	0	0	0	0	pinger.unesp.br	BR	Latin_America	www.usep.edu.ph	PH	S.E._Asia
PK.PINGERISL-FJWU.PERN.EDU	RU.NSK.N1	?M	0	0	0	0	0	267.003	269.548	273.421	268.693	256.204	0	257.191	266.101	264.42	264.057	258.414	262.316	268.747	286.06	270.862	271.81	284.306	290.517	270.472	pingerisl-fjwu.pern.edu.pk	PK	South_Asia	rainbow.inp.nsk.su	SU	Russia
PK.AUP.SEECS.EDU	PK.NUKHIMAIN.SEECS.EDU	?M	31.063	30.612	28.798	28.33	26.624	27.942	27.67	27.646	28.107	28.122	27.89	29.58	38.015	37.987	29.344	29.111	28.919	29.644	29.165	33.029	29.168	0	0	0	aup.seecs.edu.pk	PK	South_Asia	nukhimain.seecs.edu.pk	PK	South_Asia
PK.PERNPWRPOP.EDU.N2	PK.AIOU.EDU.N2	?M	0	0	0	0	0	4.307	4.25	4.356	4.673	4.189	46.872	52.079	0	51.77	52.702	52.025	50.855	52.357	51.625	54.52	52.274	51.836	54.164	53.832	pingerpwr.pern.edu.pk	PK	South_Asia	pinger.aiou.edu.pk	PK	South_Asia
PK.UOB.EDU.N3	MR.AFE.N1	?B	314.71	399.529	428.602	320.498	465.703	408.546	393.252	371.524	360.261	488.487	282.804	268.764	398.986	381.555	381.659	420.106	346.91	0	253.065	0	0	0	0	362.721	pinger.uob.edu.pk	PK	South_Asia	www.afe.mr	MR	Africa
PK.PINGER.IBA-SUK.EDU	SN.COLLEGE.EDU.N1	?B	0	210.99	202.485	196.585	213.35	242.722	205.291	221.32	220.24	244.426	228.454	223.944	233.879	232.926	229.744	240.913	275.453	365.942	295.878	299.018	0	0	0	0	pinger.iba-suk.edu.pk	PK	South_Asia	www.college.edu.sn	SN	Africa
GOV.DOE.N8	LK.LEARN.AC.N1	?B	360.482	362.581	363.028	364.381	363.454	361.414	366.01	384.227	367.233	322.924	304.719	363.553	356.632	356.565	354.998	363.752	358.146	362.855	363.379	353.716	342.085	356.878	477.593	354.177	pinger.ascr.doe.gov	GOV	North_America	namunu.learn.ac.lk	LK	South_Asia
PK.PINGERLHR-PU.PERN.EDU	PK.CAE.SEECS.EDU	?M	60.639	63.081	170.369	65.842	62.509	62.483	61.27	141.699	117.005	66.724	65.906	70.494	65.954	59.434	66.492	69.278	61.53	64.784	61.445	73.788	103.22	145.947	89.917	0	pingerlhr-pu.pern.edu.pk	PK	South_Asia	cae.seecs.edu.pk	PK	South_Asia
GOV.ESNET.NOC.N4	ZA.TENET.AC.N1	?M	382.067	370.07	365.506	368.097	379.842	377.191	371.871	379.461	376.024	370.016	554.132	426.625	438.843	471.266	427.167	434.477	432.05	461.478	448.281	471.89	463.423	472.551	457.543	476.858	pinger.es.net	NET	North_America	brunsvigia.tenet.ac.za	ZA	Africa
HK.CSE.UST.N1	AM.SCI.N1	?B	0	470.906	392.173	439.978	469.865	460.252	429.307	367.029	373.498	381.507	826.744	367.379	361.761	423.306	668.617	351.567	429.112	476.55	312.861	338.869	357.5	380.665	406.863	398.895	pinger.cse.ust.hk	HK	East_Asia	www.sci.am	AM	Central_Asia
PK.SEECS.EDU.N6	SK.SANET.N1	?B	204.093	208.499	213.827	200.516	200.028	236.408	218.812	213.674	219.858	265.666	239.921	177.587	206.474	192.049	198.001	310.415	312.15	319.216	253.177	296.307	454.324	0	0	0	maggie1.seecs.edu.pk	PK	South_Asia	ba.sanet.sk	SK	Europe
PK.KINNAIRD.SEECS.EDU	KE.SWIFTKENYA.COM.N1	?B	320.861	320.969	316.238	310.833	355.818	352.878	322.875	329.117	321.49	334.454	345.412	347.823	324.619	323.958	353.221	353.913	351.011	337.714	333.163	364.59	0	0	0	0	kinnaird.seecs.edu.pk	PK	South_Asia	ns1.swiftkenya.com	COM	Africa
PK.COMSATS.EDU.N2	SK.SANET.N1	?B	258.6	241.802	261.17	259.163	255.614	245.369	208.93	199.736	205.49	205.54	198.798	189.574	185.085	191.971	185.702	183.363	185.921	198.547	191.559	178.209	178.691	188.15	181.989	205.71	pinger.comsats.edu.pk	PK	South_Asia	ba.sanet.sk	SK	Europe
PK.SEECS.EDU.N6	PK.LCWU.EDU.N2	?M	12.193	16.407	14.719	15.542	14.197	16.542	30.574	33.835	23.974	19.148	19.483	37.701	31.722	36.282	46.674	46.859	42.825	45.94	39.184	30.433	32.774	0	0	0	maggie1.seecs.edu.pk	PK	South_Asia	pinger.lcwu.edu.pk	PK	South_Asia
PK.NWFPUET.EDU.N1	PK.NUISB.SEECS.EDU	?M	4.476	4.404	4.398	4.206	4.204	4.329	4.661	4.236	4.462	4.311	50.647	57.242	52.036	52.555	54.255	52.297	53.922	53.406	51.838	54.293	52.374	50.458	52.675	51.896	pinger.nwfpuet.edu.pk	PK	South_Asia	nuisb.seecs.edu.pk	PK	South_Asia
PK.PINGERLHR-PU.PERN.EDU	PK.NUML.EDU	?M	0	8.023	148.933	47.575	45.357	45.499	45.145	19.925	45.293	47.541	48.252	46.897	50.593	46.48	47.045	35.351	31.714	33.108	32.836	32.767	30.561	31.462	30.827	0	pingerlhr-pu.pern.edu.pk	PK	South_Asia	pinger.numl.edu.pk	PK	South_Asia
PK.QUEST.SEECS.EDU	CH.CERN.N1	?B	134.865	135.622	139.56	148.447	184.499	212.774	168.505	155.077	159.026	183.446	163.758	0	0	155.159	161.732	173.019	205.394	182.93	200.068	192.087	171.953	161.727	165.773	180.059	quest.seecs.edu.pk	PK	South_Asia	ping.cern.ch	CH	Europe
PK.QUEST.SEECS.EDU	PK.SEECS.EDU.N6	?M	175.341	152.382	174.839	183.917	185.415	181.788	70.815	55.902	57.038	73.174	56.588	0	0	55.408	62.069	74.077	92.854	80.657	77.403	84.013	62.998	0	0	0	quest.seecs.edu.pk	PK	South_Asia	maggie1.seecs.edu.pk	PK	South_Asia
PK.NEDUET.EDU.N1	AU.AARNET.CANBERRA.NET	?B	238.865	297.648	251.8	206.018	235.892	267.743	275.678	340.83	336.278	336.405	340.076	453.757	441.398	406.091	438.122	343.921	387.21	432.617	436.374	430.806	440.338	434.224	431.712	432.806	npm.neduet.edu.pk	PK	South_Asia	cbr-a-ext1.aarnet.net.au	AU	Oceania
PK.KINNAIRD.SEECS.EDU	PK.PERNFSBDPOP.EDU.N1	?M	6.12	4.777	5.378	17.671	0	0	25.912	45.999	43.673	44.446	45.283	53.01	42.863	48.678	42.385	51.608	47.026	46.669	47.164	48.695	0	0	0	64.467	kinnaird.seecs.edu.pk	PK	South_Asia	pingerfsbd.pern.edu.pk	PK	South_Asia
PK.PINGERISL-FJWU.PERN.EDU	SV.RED.N1	?B	0	0	0	0	0	349.309	337.162	344.111	364.826	362.351	0	354.45	358.265	302.68	301.988	329.535	375.452	369.622	345.869	339.318	313.949	332.097	348.824	318.729	pingerisl-fjwu.pern.edu.pk	PK	South_Asia	cir.red.sv	SV	Latin_America
EDU.SLAC.STANFORD.N3	AR.RETINA.N2	?r	197.681	185.182	173.494	176.491	190.545	182.508	196.947	197.728	202.551	170.209	186.583	173.295	184.097	214.428	193.914	241.383	240.043	235.002	233.416	233.537	233.329	233.4	229.542	240.406	pinger.slac.stanford.edu	EDU	North_America	ns2.retina.ar	AR	Latin_America
PK.PINGERKHI-UOK.PERN.EDU	NA.ADSL-ISP.COM.N1	?B	342.163	355.365	355.877	347.261	369.626	401.556	396.23	387.738	381.716	368.461	344.596	318.578	306.654	309.826	317.327	378.859	381.782	351.379	359.863	372.507	410.962	412.993	421.731	549	pingerkhi-uok.pern.edu.pk	PK	South_Asia	www.adsl.com.na	NA	Africa
PK.NCP.EDU.N3	ID.DNET.NET.N1	?B	0	384.767	218.943	178.7	129.521	147.695	133.371	227.016	243.43	301.193	240.242	296.778	315.236	256.275	310.301	220.875	301.407	189.639	193.598	198.939	134.475	166.788	249.546	294.027	pinger-ncp.ncp.edu.pk	PK	South_Asia	speedtest.sby.dnet.net.id	ID	S.E._Asia
PK.PERNLHRPOP.EDU.N1	MR.AFE.N1	?B	302.772	400.416	345.72	316.863	399.235	367.808	419.022	408.54	420.7	432.052	332.514	312.832	354.306	335.436	368.963	513.431	555.662	566.74	396.491	464.065	424.127	490.508	365.206	401.509	pingerlhr.pern.edu.pk	PK	South_Asia	www.afe.mr	MR	Africa
PK.ISRA.EDU.N2	SK.SANET.N1	?B	179.072	170.29	174.302	169.685	198.649	206.347	176.8	177.248	170.643	161.976	165.929	163.842	161.432	163.249	160.503	165.304	177.521	231.783	170.246	160.76	163.142	165.511	180.09	212.022	pinger.isra.edu.pk	PK	South_Asia	ba.sanet.sk	SK	Europe
PK.PERNPWRPOP.EDU.N2	HU.KFKI.N1	?B	0	0	0	0	0	193.255	178.927	182.187	195.428	197.534	186.098	186.519	0	175.772	178.005	174.791	172.737	175.139	175.004	175.217	181.086	177.905	182.718	183.367	pingerpwr.pern.edu.pk	PK	South_Asia	ping.rmki.kfki.hu	HU	Europe
PK.SEECS.EDU.N7	JP.RIKEN.N3	?M	492.276	492.702	480.116	432.355	439.281	459.878	441.936	440.999	452.663	477.726	463.375	413.297	425.203	435.051	418.594	415.699	373.285	361.445	370.167	354.602	351.621	0	0	0	maggie2.seecs.edu.pk	PK	South_Asia	ping.riken.jp	JP	East_Asia
EDU.SLAC.STANFORD.N3	LT.WEB0.KIS.N1	?r	179.238	181.754	184.364	184.2	183.529	186.283	185.426	184.495	184.853	190.469	203.174	197.266	197.772	189.067	189.753	193.987	195.666	196.849	195.525	195.623	195.211	197.764	192.819	187.911	pinger.slac.stanford.edu	EDU	North_America	speedtest.kis.lt	LT	Balkans
PK.NEDUET.EDU.N1	GM.QANET.N1	?B	239.008	243.723	242.162	254.202	290.659	291.286	246.056	247.912	247.438	202.571	205.917	208.213	206.875	226.967	232.793	237.452	272.234	258.431	221.911	229.944	215.894	220.289	216.822	228.795	npm.neduet.edu.pk	PK	South_Asia	mail.qanet.gm	GM	Africa
PK.PERNFSBDPOP.EDU.N1	GA.TRESOR.N1	?B	321.103	320.194	314.273	325.545	0	0	0	493.772	458.502	451.207	441.57	430.691	380.571	348.472	380.555	405.668	360.209	465.279	416.949	494.623	522.48	851.47	418.438	505.502	pingerfsbd.pern.edu.pk	PK	South_Asia	www.tresor.ga	GA	Africa
PK.UET.EDU.N2	SK.SANET.N1	?B	250.225	230.719	230.043	251.333	246.844	227.042	211.414	211.877	238.378	286.271	255.882	218.341	201.031	182.444	179.334	166.304	163.198	172.147	164.461	277.336	379.26	320.682	306.892	169.142	pinger.uet.edu.pk	PK	South_Asia	ba.sanet.sk	SK	Europe
PK.PINGERISL-QAU.PERN.EDU	CH.EPFL.N1	?B	0	189.658	189.366	178.74	230.259	233.14	179.952	179.298	173.833	170.366	0	168.196	0	182.3	168.767	186.673	179.159	187.996	0	187.587	161.663	159.872	159.932	161.244	pingerisl-qau.pern.edu.pk	PK	South_Asia	eltca1.epfl.ch	CH	Europe
PK.NCP.EDU.N3	PK.PINGERLHR-GCU.PERN.EDU	?M	7.122	7.615	10.289	9.88	7.775	7.763	13.309	19.281	46.365	46.451	47.964	47.246	49.116	47.278	45.834	32.574	31.518	31.925	32.768	34.337	31.806	31.463	31.628	0	pinger-ncp.ncp.edu.pk	PK	South_Asia	pingerlhr-gcu.pern.edu.pk	PK	South_Asia
PK.ISRA.EDU.N2	RU.NSK.N1	?M	0	0	247.831	252.468	273.609	259.835	262.212	255.317	250.633	237.613	239.856	240.142	246.996	239.123	236.272	242.402	253.654	282.524	261.618	258.272	259.513	267.959	292.508	323.555	pinger.isra.edu.pk	PK	South_Asia	rainbow.inp.nsk.su	SU	Russia
PK.KOHAT.EDU.N2	PK.BUITMS.SEECS.EDU	?M	0	0	29.175	30.832	33.054	45.826	46.74	49.09	47.661	47.437	46.155	45.174	0	43.625	43.071	42.609	43.23	43.016	42.858	52.26	93.536	0	95.601	102.678	pinger.kohat.edu.pk	PK	South_Asia	buitms.seecs.edu.pk	PK	South_Asia
PK.PINGERQTA.PERN.EDU.N2	HU.KFKI.N1	?B	163.453	162.204	163.733	171.888	213.277	207.348	168.161	179.5	175.13	174.486	175.838	165.386	0	168.735	169.014	170.198	167.589	166.663	169.501	168.22	166.754	182.201	183.41	180.852	pingerqta.pern.edu.pk	PK	South_Asia	ping.rmki.kfki.hu	HU	Europe
PK.NCP.EDU.N3	PK.NUISB.SEECS.EDU	?M	1.739	1.788	1.727	1.719	1.814	1.7	1.122	1.121	1.116	1.117	1.116	1.159	1.122	1.111	1.43	1.434	1.232	1.425	1.661	1.245	1.222	1.526	1.422	1.913	pinger-ncp.ncp.edu.pk	PK	South_Asia	nuisb.seecs.edu.pk	PK	South_Asia
PK.NUKHIMAIN.SEECS.EDU	PK.AUP.SEECS.EDU	?M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	nukhimain.seecs.edu.pk	PK	South_Asia	aup.seecs.edu.pk	PK	South_Asia
PK.AIRUNIVERSITY.EDU.N2	ID.DNET.NET.N1	?B	0	258.096	397.243	216.48	130.192	157.889	147.47	233.04	246.119	303.649	242.206	297.822	321.181	260.321	320.599	214.837	307.67	199.1	136.773	0	137.358	176.374	251.229	314.051	airuniversity.seecs.edu.pk	PK	South_Asia	speedtest.sby.dnet.net.id	ID	S.E._Asia
PK.PERNPWRPOP.EDU.N2	GM.QANET.N1	?B	0	0	0	0	0	288.903	260	257.793	256.26	247.139	227.152	232.77	0	236.952	239.314	253.494	284.625	360.901	240.45	243.43	241.093	253.177	237.474	267.37	pingerpwr.pern.edu.pk	PK	South_Asia	mail.qanet.gm	GM	Africa
PK.NWFPUET.EDU.N1	AU.AARNET.BRISBANE.NET	?B	490.17	480.963	494.363	487.542	482.707	476.873	479.171	492.242	507.63	479.667	484.68	490.134	480.597	483.719	476.661	487.209	495.663	407.759	480.793	482.491	488.482	489.467	482.44	480.014	pinger.nwfpuet.edu.pk	PK	South_Asia	bne-a-ext1.aarnet.net.au	AU	Oceania
PK.LCWU.EDU.N2	HR.CARNET.N2	?B	168.901	0	172.059	182.549	270.955	233.052	169.29	182.941	181.78	181.396	182.189	179.556	174.206	177.529	167.388	171.44	173.55	184.222	178.359	169.449	170.387	170.086	169.04	178.738	pinger.lcwu.edu.pk	PK	South_Asia	www.carnet.hr	HR	Balkans
PK.PINGERKHI-UOK.PERN.EDU	PK.CEMB.EDU.N2	?M	21.014	21.508	21.951	21.936	22.749	22.083	21.991	22.308	22.33	21.778	21.855	27.412	22.256	21.122	21.17	21.771	21.781	21.561	21.333	22.581	22.263	21.566	21.734	21.022	pingerkhi-uok.pern.edu.pk	PK	South_Asia	pinger.cemb.edu.pk	PK	South_Asia
PK.PINGERISL-FJWU.PERN.EDU	SN.COLLEGE.EDU.N1	?B	0	0	0	0	0	230.577	219.753	243.732	223.486	208.573	0	212.306	220.311	262.166	224.484	229.219	293.047	231.967	334.628	271.282	213.247	218.251	220.652	205.983	pingerisl-fjwu.pern.edu.pk	PK	South_Asia	www.college.edu.sn	SN	Africa
PK.SEECS.EDU.N6	LS.LESOTHO.GOV.N1	?B	353.428	351.1	357.928	341.7	414.62	341.735	334.982	323.593	312.189	305.344	307.168	314.184	324.098	308.873	360.775	386.81	377.513	373.435	417.923	516.676	512.693	0	0	0	maggie1.seecs.edu.pk	PK	South_Asia	www.lesotho.gov.ls	LS	Africa
PK.PINGER.IBA-SUK.EDU	AU.AARNET.ADELAIDE.N1	?B	0	445.106	384.334	343.496	468.067	419.748	468.424	478.209	497.805	508.649	504.952	495.864	501.248	505.2	499.824	519.538	535.977	514.377	522.29	515.746	531.052	519.277	503.014	500.222	pinger.iba-suk.edu.pk	PK	South_Asia	adl-a-ext1.aarnet.net.au	AU	Oceania
EDU.SLAC.STANFORD.N3	BY.MOGBIZ.N1	?r	220.183	215.473	218.486	224.365	210.44	207.873	195.148	210.294	209.2	208.028	234.712	230.715	226.538	227.302	230.121	226.842	211.183	230.901	217.819	198.041	197.383	199.458	201.124	200.557	pinger.slac.stanford.edu	EDU	North_America	www.mogbiz.by	BY	Europe
CH.CERN.N20	MR.AFE.N1	?B	167.906	233.322	206.666	167.985	225.085	167.156	285.78	233.857	237.488	270.304	183.99	160.394	225.211	320.037	303.602	434.482	0	361.355	234.771	291.231	307.974	324.764	247.15	232.959	pinger.cern.ch	CH	Europe	www.afe.mr	MR	Africa
PK.UETTAXILA.EDU.N1	MN.MAGIC.N1	?B	245.305	298.913	274.794	262.349	0	300.864	258.708	274.862	407.524	465.783	419.506	388.052	423.173	389.456	380.544	385.229	383.914	392.635	394.506	409.282	408.4	405.595	0	393.502	pinger.uettaxila.edu.pk	PK	South_Asia	magic.mn	MN	Central_Asia
PK.AIRUNIVERSITY.EDU.N2	CN.IHEP.AC.N2	?B	210.819	196.485	219.612	231.337	360.685	487.957	479.481	486.72	483.973	479.327	492.465	474.48	469.151	479.351	412.151	279.629	204.489	0	180.154	0	287.532	337.774	335.72	319.861	airuniversity.seecs.edu.pk	PK	South_Asia	ihep.ac.cn	CN	East_Asia
PK.NCA.EDU.N2	EE.UT.N1	?B	175.988	186.936	207.112	182.428	246.785	220.259	181.206	187.513	192.692	195.049	197.849	191.261	179.863	178.734	180.613	184.727	185.847	194.958	190.242	178.624	180.785	180.533	178.845	189.691	pinger.nca.edu.pk	PK	South_Asia	kadri.ut.ee	EE	East_Europe
PK.LCWU.EDU.N2	PK.SEECS.EDU.N6	?M	12.853	0	14.573	15.319	13.656	16.84	30.41	33.945	24.036	17.54	19.296	37.687	31.483	36.129	46.583	46.456	43.487	45.739	39.55	30.237	29.455	0	0	0	pinger.lcwu.edu.pk	PK	South_Asia	maggie1.seecs.edu.pk	PK	South_Asia
PK.PINGERLHR-GCU.PERN.EDU	HR.CARNET.N2	?B	171.605	170.156	185.53	179.917	213.318	209.813	175.172	183.262	183.458	181.29	184.543	181.252	172.474	166.218	168.603	170.991	169.382	176.062	178.782	169.007	170.594	170.071	170.283	0	pingerlhr-gcu.pern.edu.pk	PK	South_Asia	www.carnet.hr	HR	Balkans
PK.PINGERKHI-UOK.PERN.EDU	TN.GNET.N1	?B	127.222	129.64	133.176	134.234	157.392	149.06	123.124	126.821	135.863	154.764	157.855	148.787	130.206	136.301	132.867	134.834	156.173	172.561	173.2	149.732	147.28	141.03	134.411	141.29	pingerkhi-uok.pern.edu.pk	PK	South_Asia	mail.gnet.tn	TN	Africa
PK.NUKHIMAIN.SEECS.EDU	RU.NSK.N1	?M	0	247.736	246.492	254.091	277.878	246.187	245.357	253.462	248.725	234.436	232.718	246.247	241.975	243.187	238.085	227.285	242.89	264.421	246.886	243.18	239.81	259.709	256.048	281.211	nukhimain.seecs.edu.pk	PK	South_Asia	rainbow.inp.nsk.su	SU	Russia
PK.AUP.SEECS.EDU	RU.NSK.N1	?M	0	0	272.319	271.825	304.77	285.161	290.144	290.502	281.587	259.967	262.512	264.869	259.298	260.799	255.249	258.497	263.198	282.966	277.891	274.417	270.641	275.059	282.547	290.941	aup.seecs.edu.pk	PK	South_Asia	rainbow.inp.nsk.su	SU	Russia
EDU.SLAC.STANFORD.N3	SN.ESMT	?r	228.534	243.176	244.782	257.567	278.366	269.541	273.614	288.993	243.837	241.344	252.111	251.882	253.128	282.121	294.623	281.014	261.768	256.205	286.059	296.435	324.149	343.107	347.948	0	pinger.slac.stanford.edu	EDU	North_America	www.esmt.sn	SN	Africa
GOV.FNAL.N10	IL.WEIZMANN.AC.N1	?B	181.312	183.537	181.608	183.746	178.409	177.82	183.434	183.059	194.438	194.883	198.491	192.785	204.928	191.616	179.257	190.63	191.684	197.877	168.745	180.702	187.055	186.896	168.506	182.679	hepnrc.hep.net	NET	North_America	www.weizmann.ac.il	IL	Middle_East
PK.NWFPUET.EDU.N1	NZ.WAIKATO.AC.N3	?B	0	0	0	436.655	437.105	456.214	461.115	445.688	395.844	365.498	354.391	349.491	332.797	457.908	422.258	335.896	405.579	420.186	392.357	379.749	370.997	442.776	487.317	495.37	pinger.nwfpuet.edu.pk	PK	South_Asia	amp-kiwi.cs.waikato.ac.nz	NZ	Oceania
JP.RIKEN.N3	MX.UIA.N1	?B	196.586	184.035	184.931	187.446	188.933	192.864	203.412	200.688	198.159	202.59	203.43	201.271	201.716	197.464	203.337	200.618	199.113	198.747	198.798	187.607	187.834	185.307	186.104	175.654	ping.riken.jp	JP	East_Asia	www.uia.mx	MX	Latin_America
BR.ACMESECURITY.ORG	AM.SCI.N1	?B	0	417.262	382.766	414.468	405.835	351.611	323.139	334.607	328.024	337.165	347.9	343.405	339.339	341.259	333.978	334.613	349.555	0	0	326.368	328.083	346.687	328.709	322.625	pinger.acmesecurity.org	ORG	Latin_America	www.sci.am	AM	Central_Asia
PK.NUISB.SEECS.EDU	KH.CAMNET.COM.N1	?B	0	0	0	0	0	332.167	339.547	350.606	339.201	355.526	332.378	333.353	374.105	364.067	416.351	179.498	242.205	197.439	194.315	355.968	314.445	250.763	285.53	304.34	nuisb.seecs.edu.pk	PK	South_Asia	www.camnet.com.kh	KH	S.E._Asia
PK.LCWU.EDU.N2	PK.CEMB.EDU.N2	?M	1.091	0	1.296	1.204	1.293	1.411	1.24	1.162	0.876	0.861	0.861	0.857	1.101	1.143	1.12	1.119	1.124	1.117	1.131	1.118	1.127	1.143	1.137	1.123	pinger.lcwu.edu.pk	PK	South_Asia	pinger.cemb.edu.pk	PK	South_Asia
PK.NU.EDU.N2	CR.CUC.AC.N1	?B	396.486	355.29	371.975	324.692	406.944	372.661	334.572	342.104	317.369	335.94	328.244	334.12	361.728	367.85	339.506	348.197	356.742	383.814	351.123	334.775	326.013	347.694	366.282	392.851	pinger.lhr.nu.edu.pk	PK	South_Asia	www.cuc.ac.cr	CR	Latin_America
